Distribuidora||Regex|Date
Light|1829|tá pegando fogo, manda alguém|2021-01-28 04:16:18
Light|1830|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-28 04:14:02
Light|1831|0021574991|2021-01-28 04:13:43
Light|1832|Rdcl kkkkkk|2021-01-28 04:12:48
Light|1833|Tá não|2021-01-28 04:11:52
Light|1834|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-28 04:11:50
Light|1835|eu necessito de luz to desde 12h sem luz, nesse calooor|2021-01-28 04:11:34
Light|1836|Que pica!|2021-01-28 04:11:24
Light|1837|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-28 04:11:00
Light|1838|A luz acabou a partir da minha casa pra cima do morro|2021-01-28 04:10:55
Light|1839|Aq tá c luz|2021-01-28 04:10:25
Light|1840|essa luz n vai voltar nunca mais é? Como é que é|2021-01-28 04:09:59
Light|1841|Olá, bom dia. Espero que esteja tudo bem com você! Você comunica a falta de luz enviando por DM para…|2021-01-28 04:08:47
Light|1842|Ss, light aqui|2021-01-28 04:08:26
Light|1843|vai tomar no cu|2021-01-28 04:07:57
Light|1844|o poste pegou fogo, pelo amor 🤣🤣|2021-01-28 04:07:44
Light|1845|Coe tá de sacanagem?? Sem luz direto nessa porra|2021-01-28 04:06:56
Light|1846|Não tem como está bem, nesse calor e sem luz não é ?!|2021-01-28 04:05:47
Light|1847|Pior a gente liga para solicitar reparo e a atendente super grossa, olha, que raiva!!!! parece até que o serviço e de graça.|2021-01-28 04:05:04
Light|1848|Eu só quero luz é pedir dms?????|2021-01-28 04:04:42
Light|1849|Eu ESTOU SEM LUZ!! TEM UMA SEMANA QUE VOCÊS VIERAM TROCAR A MERDA DO TRANSFORMADOR DA RUA!!!! Péssimo trabalho!!! Mas na hora de contar a conta sabem direitinho.|2021-01-28 04:02:43
Light|1850|0021574991|2021-01-28 04:02:31
Light|1851|0420601002|2021-01-28 03:51:56
Light|1852||2021-01-28 03:50:56
Light|1853|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-28 03:50:30
Light|1854|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-28 03:49:56
Light|1855|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-28 03:46:57
Light|1856|Caraca mano o dia todo sem luz isso é muita sacanagem faz alguma coisa aí por favor!!!!!🙏🏻|2021-01-28 03:45:27
Light|1857|Ficar sem luz num calor desses é de matar!!! Alô o complexo do alemão está sem luz!|2021-01-28 03:45:16
Light|1858|Ok o problema já está sendo solucionado|2021-01-28 03:45:10
Light|1859|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-28 03:44:44
Light|1860|Mais uma queda a luz pede música no fantástico hj kk, vai meter hat trick|2021-01-28 03:44:37
Light|1861|Valeu tô sem luz pq caiu uma fase aqui nesse calor e provavelmente vou perder a hora do trabalho pq meu celular ta descarregando|2021-01-28 03:43:42
Light|1862|dia que queimar alguma coisa na casa dos outros, vocês vão sossegar ... Todo dia caindo a luz tá foda|2021-01-28 03:35:22
Light|1863|ta foda pai 😂😂|2021-01-28 03:34:45
Light|1864|Que ÓDIO da|2021-01-28 03:29:31
Light|1865|Cara e água e luz porra daqui a pouco vai ter tsunami 🌊 aí|2021-01-28 03:15:09
Light|1866|Eu tô morrendo de ódio. Semana passada faltou luz 2h e só voltou 11h da manhã essa desgraça|2021-01-28 03:14:35
Light|1867|Kkkkkkkk cara tá máluco tá maior calor do caralho|2021-01-28 03:13:35
Light|1868|Filhos da puta|2021-01-28 03:13:05
Light|1869|👀👀👀|2021-01-28 03:11:47
Light|1870|toda semana sem luz na madrugada na Rua Corinto Luís Furtado, toda semana isso e levam horas e horas para reestabelecer|2021-01-28 03:07:22
Light|1871|:)|2021-01-28 03:03:57
Light|1872|Um calor do caralho e a resolve brincar com minha cara e deixar sem luz|2021-01-28 03:02:58
Light|1873|só pode estar de sacanagem , todo dia a Luz acabando só na minha rua essa hora é só voltando no dia seguinte|2021-01-28 03:02:06
Light|1874|sem luz em deodoro|2021-01-28 02:57:43
Light|1875|toda semana falta luz em Anchieta. É um absurdo|2021-01-28 02:52:59
Light|1876|0412565347|2021-01-28 02:49:43
Light|1877|Calor do caralho e a luz acaba, vocês são pateticos|2021-01-28 02:48:56
Light|1878|Não está bem não... Toda noite com a luz piscando.|2021-01-28 02:46:25
Light|1879||2021-01-28 02:45:08
Light|1880|VAI TOMAR NO CU ,CALOR DO CRL E SEM LUZ|2021-01-28 02:44:07
Light|1881|boa noites, falta de energia no cep 20551280, em vila isabel...|2021-01-28 02:42:43
Light|1882|Boa noite, minha localidade sem luz há 2 horas. Queria saber se já tem chamado para o restabelecimento.|2021-01-28 02:39:20
Light|1883|A invisibilidade midiática sobre o que tá acontecendo em é absurda. Operação rolando, ruas fechadas, sem ôn…|2021-01-28 02:39:09
Light|1884|Bem não ta não, aqui ta dem luz|2021-01-28 02:35:50
Light|1885|Boa noite! Não está bem não, calor do inferno, uma bebê de 6 meses em casa chorando pq tá no escuro... A conta na bandeira vermelha, tá nada bem|2021-01-28 02:35:20
Light|1886|Como vou ta bem sem luz inferno|2021-01-28 02:34:21
Light|1887|Todo dia ligo pra reportar a falta de luz tem 15 dias que falta luz diariamente aqui e todos os dias eu ligo e só veem religar as 6 da manhã e nenhuma solução, tem 3 anos que moro aqui e no verão é sempre a mesma história de faltar luz e nada de solução.|2021-01-28 02:33:58
Light|1888|Calor do caralho e a luz acaba, vocês são pateticos|2021-01-28 02:33:48
Light|1889|Calor do caralho e a luz acaba, vocês são pateticos|2021-01-28 02:33:36
Light|1890|Calor do caralho no rio de janeiro: A vou desligar a luz aqui rapidão O pobre não tem um dia de paz|2021-01-28 02:33:18
Light|1891|Boa calor desses e acaba a luz, tão cerinhos....|2021-01-28 02:32:28
Light|1892|Calor do caralho e a luz acaba, vocês são pateticos|2021-01-28 02:32:21
Light|1893|0420666488|2021-01-28 02:31:51
Light|1894|V4I T0MAR N0 S3U CU CARALH0 EMPRES4 LIX0|2021-01-28 02:30:42
Light|1895|5 MINUTOS PRA MINHA LUZ VOLTAR BORA|2021-01-28 02:29:37
Light|1896|Segunda semana q falta luz todos os dias somente na minha rua, obrigada pelo serviço de bosta q diz q so troca o transformador quando tacarem fogo|2021-01-28 02:29:28
Light|1897|só estarei bem depois que vocês restabelecer a energia da minha rua. Preciso descansar... Vou trabalhar amanhã. E já mandei a DM|2021-01-28 02:28:53
Light|1898|Oi|2021-01-28 02:27:34
Light|1899|Não está não!! Todos os dias faltando luz... Sacanagem...b|2021-01-28 02:26:13
Light|1900|Sensação térmica de 31°. Falta de comunicada às 22:30. Previsão de retorno às 7:12h. como q faz para dormir? Mais de 8hs para restabelecer a energia elétrica? De quanto será o abatimento na minha conta? é preciso agir...|2021-01-28 02:24:20
Light|1901|Um calor desses, a última coisa que eu preciso e ficar sem energia uma solução já!|2021-01-28 02:23:34
Light|1902|Não aguento mais, terceiro dia com a luz piscando durante a noite e não aparece ninguém pra resolver.|2021-01-28 02:23:34
Light|1903|Sempre falam que vão mandar equipe “ o mais rápido possível” e não mandam, no outro dia quando já está tudo “”normal”” liga o técnico na maior cara de pau perguntando se já está tudo ok. @|2021-01-28 02:22:04
Light|1904|TODO DIA A MESMA ROTINA DE FALTA DE LUZ péssimo serviço, péssimo atendimento, atendimento engessado. O que falta pra vcs solucionarem esse problema? aumentar mais ainda a conta? Ou todos os moradores da rua moverem uma ação contra vcs?|2021-01-28 02:20:01
Light|1905|Empresa mais lixo do mundo essa todo dia falta luz nessa merda, pagar conta pra que?|2021-01-28 02:17:42
Light|1906|comunidade do Morro do Timbau Maré Bonsucesso sem luz|2021-01-28 02:13:49
Light|1907|Já comunicamos. Mas isso já está ficando corriqueiro. Só um quarteirão tem ficado sem luz. Mas duas últimas vezes, a luz só voltou no dia seguinte, por volta das 9 hrs. Precisam urgentemente enviar uma equipe para descobrir a causa. CEP 26176-085|2021-01-28 02:11:11
Light|1908|Você não tem noção. Anos desse problema aqui no condomínio.|2021-01-28 02:10:07
Light|1909|A conta chega certinha. Cara que ódio.|2021-01-28 02:09:48
Light|1910|preciso de um retorno sobre q minha solicitado de reparo emergencial. Somente minha rua sem energia. E vcs não me dão previsão de retorno.|2021-01-28 02:09:25
Light|1911|Os moradores que se fodem. Só vejo jogo de empurra e eu sem poder trabalhar, estudar e curtir minha casa depois das 22h. Vai se fuder sabe.|2021-01-28 02:09:11
Light|1912|Eu me pergunto é como a conseguiu um alvará de funcionamento se não garante um fornecimento de energia descente. Me questiono como uma empresa de engenharia não calculou corretamente qual deveria ser o nível do gerador e instalação antes de construir e hoje anos depois+|2021-01-28 02:08:21
Light|1913|Aí tem a cara de pau de falar para os moradores que eles precisam economizar luz, ué???? Hoje nem tá tão quente e a luz caiu de novo. É sempre uma desculpa para um serviço de merda.|2021-01-28 02:07:03
Light|1914|Caraca todo os dias!!! Está de sacanagem, o transformador desliga todos os dias. Pode colocar outro ou aumentar a tensão. Está ruim. Ajuda aí, sem luz nesse calor.|2021-01-28 02:06:56
Light|1915|O que eu te pergunto é como toda semana, há anos, desde que o condomínio foi liberado pros moradores que falta luz, com muitos ou poucos moradores, há mais de 3 anos a mesma reclamação. MAS A CONTA CHEGA CERTINHA O SERVIÇO UMA MERDA.|2021-01-28 02:05:37
Light|1916|Querida, eu sou do condomínio vila das Fontes na vila da Penha, que se você olhar no cadastro deve ter um monte de chamado e um monte de desculpas pq toda semana falta luz e vocês estão dando uma desculpa de que tem que fazer um estudo pra saber como resolver esse problema.|2021-01-28 02:04:16
Light|1917|0420887826|2021-01-28 02:03:57
Light|1918|não deixa a URA transferir pro atendente pq a demanda está alta e só atendem emergências... Desculpa mas se um transformador explodiu e a rua estar sem luz não é emergência, oque é Light??|2021-01-28 02:02:38
Light|1919||2021-01-28 02:01:21
Light|1920|Trabalhei o dia todo no sol/calor e quando chego em casa, falta luz na hr de dormir Eu sou uma piada pra vc ?🤡🤡🤡🤡|2021-01-28 01:57:11
Light|1921|Já enviei por dm,sms,email,liguei e até por carta fiz. Já solicitei a visita de vocês (tenho todos protocolos) ninguém aparece, na hora de cortar conta de luz vocês vêm correndo!|2021-01-28 01:54:38
Light|1922|Na hora de mandar a porra da conta de luz de quase 200 reais de cada morador das casas, vocês sabem. Agora no horário que t…|2021-01-28 01:52:39
Light|1923|E essa luz que cai toda semana vocês tão achando que a gente é palhaço?|2021-01-28 01:43:52
Light|1924|Já fiz mais de uma/duas/três solicitando vocês e nunca aparece, porque sera né?|2021-01-28 01:41:07
Light|1925|A energia voltou os técnicos já estiveram aqui|2021-01-28 01:40:02
Light|1926|Os técnicos já chegaram a energia voltou.|2021-01-28 01:39:38
Light|1927|Ok|2021-01-28 01:39:01
Light|1928|Na hora de mandar a porra da conta de luz de quase 200 reais de cada morador das casas, vocês sabem. Agora no horário que todo mundo está em casa, pra descansar, ver tv não um crl de luz. 1 semana acabando a luz sempre mesmo horário. eai ??????|2021-01-28 01:38:01
Light|1929|Estamos até agora aguardando a boa vontade da light enviar uma equipe a minha empresa código instalação 0411319621 desde as 17:00 com cano rompido e risco de incêndio, vergonha de ser carioca|2021-01-28 01:31:51
Light|1930|Nos informe por DM um ponto de referência para facilitar a localização da sua residência. Pedimos que tam…|2021-01-28 01:29:53
Light|1931|ta foda hein falta luz todo dia a noite|2021-01-28 01:29:44
Light|1932|Agora é toda semana que falta luz Um calor desses que tá no Rio de Janeiro|2021-01-28 01:28:07
Light|1933|23676022|2021-01-28 01:09:55
Light|1934|koe light, to sem luz, podem me ajudar ?|2021-01-28 01:09:14
Light|1935|🤡🤡🤡🤡|2021-01-28 01:07:43
Light|1936|koe to sem luz, vocês podem me ajudar?|2021-01-28 01:06:26
Light|1937|CAIR LUZ TRÊS VEZES POR DIA TODOS OS DIAS DA SEMANA É UM ABSURDO ME RESPONDE, POR FAVOR :)|2021-01-28 01:03:38
Light|1938|A invisibilidade midiática sobre o que tá acontecendo em é absurda. Operação rolando, ruas fechadas, sem ôn…|2021-01-28 00:58:41
Light|1939|Caiu luz 3x anteontem :) 3x ontem :) E já caiu hoje :) E o telefone da NÃO FUNCIONA|2021-01-28 00:57:17
Light|1940|Sem luz logo no meu aniversário. Obrigada|2021-01-28 00:53:40
Light|1941|falta de luz|2021-01-28 00:45:41
Light|1942|Tá bom, mas pode melhorar.|2021-01-28 00:44:07
Light|1943|A invisibilidade midiática sobre o que tá acontecendo em é absurda. Operação rolando, ruas fechadas, sem ôn…|2021-01-28 00:41:00
Light|1944|Já enviei pelo aplicativo. Só reclamo pela recorrência. Só em 2021 já é a quinta vez que fico sem energia. Todo verão é isso. Pago em dia minha conta, não pago barato e fico aqui no calor, muitas vezes a noite toda.|2021-01-28 00:39:46
Light|1945|A invisibilidade midiática sobre o que tá acontecendo em é absurda. Operação rolando, ruas fechadas, sem ônibus e sem luz há 4 dias. Duas reportagens porcas é o que existe. A se recusa a entrar pra acabar com os apagões +|2021-01-28 00:31:30
Light|1946|Coe toda semana isso? Pago carão pra ficar sem luz nesse calor da porra...|2021-01-28 00:30:30
Light|1947|Comigo tá, com a energia da cidade eu já n sei. Ela tá meio pra baixo sabe, caidinha.|2021-01-28 00:26:39
Light|1948|Já enviei 😉|2021-01-28 00:22:20
Light|1949|Mais uma vez obrigado por me fazer perder um save de jogo. Ainda bem que meu período ja acabou e não foi nada do meu curso né, ou que nada aqui queimou. Mas sei lá talvez se continuar na média que cai aqui todo dia, umas 2x em dia bom, quem sabe né|2021-01-28 00:18:41
Light|1950|15h e pouca acabou a energia aqui da rua, dai aproveitei pra ir no centro resolver umas coisas. Cheguei agora em casa e continua tudo sem energia. Tive que subir 14 andares a pé, num calor desgraçado e o breu total. Sinceramente, vamos resolver isso?|2021-01-28 00:15:58
Light|1951|meu Deus mana, to com medo quando vier a daqui de casa 😰|2021-01-27 23:53:31
Light|1952|Irmão, ficar nesse calor sem ar da não... conta de luz vai vir rasgando mais um mês. vem suave! 🥵|2021-01-27 23:43:36
Light|1953|Estamos na rua Teresa Guimarães n.147 uma casa onde funciona um laboratório e estamos com risco de perder equipamento e fogo se der um curto-circuito. 21 99156-3586|2021-01-27 23:41:02
Light|1954|Te mandei dm|2021-01-27 23:40:01
Light|1955|Claro q não está, no condomínio onde moro a luz cai a toda hora prejudicando o funcionamento dos meus aparelhos domésticos 😡😡|2021-01-27 23:38:00
Light|1956|Não é possível q vai ser mais uma noite com a luz ficando fraca aqui no condomínio com todo esse calor 🤬🤬🤬🤬🤬|2021-01-27 23:27:26
Light|1957|General Rocca 913 sala 611. Esse lado da rua ficou todo sem luz.|2021-01-27 23:23:57
Light|1958|fez poda de galhos na rua Júlio César em Bangu, no trecho entre a Rua da usina e Oliveira Ribeiro e não veio retirar os restos. Quanto tempo mais teremos que esperar? O dia que chover alagará os Bueiros. Porque não apenas retirar o que foi iniciado. Lamentável.|2021-01-27 23:06:21
Light|1959|risco de pegar fogo em nosso imóvel já abrimos diversos chamados! Atende um call center de fora do Rio, muito desrespeito! Somos um laboratório estamos cheios de exames para resolver!! E com risco de pegar fogo aqui!! Código de instalação: 0411319621|2021-01-27 22:51:42
Light|1960|estamos com o cabo partido na entrada do nosso imóvel temos um laboratório de análises clínicas e até agora nenhuma equipe veio aqui! Risco de pegar fogo em nossa estrutura! Código instalação 0411319621|2021-01-27 22:45:18
Light|1961|Como Foram Abertos 12 Chamamos e se passaram mas de 24hs sem luz e nada se resolveu , a a estação que vcs fizeram junto a praça toda vez que queima o fusível dos refletores ficamos sem luz , sem atendimento pois um erro de vcs nos causa transtornos|2021-01-27 22:40:20
Light|1962|411503980 Meu marido teve que sair do consultório pois a previsão era de retorno as 20:50. Toda semana tem um dia que falta luz por muito tempo atrapalhando as pessoas de trabalhar.|2021-01-27 22:27:00
Light|1963|senador camará ainda sem luz não que fazer troca do transformador pessoas doente em casa que faz hemodiálise sem luz senador camará precisa da sua ajuda rua outeiro e rua plutao sem luz sem transformador ajuda gente por favor|2021-01-27 22:14:19
Light|1964|senador camará ainda sem luz não que fazer troca do transformador pessoas doente em casa que faz hemodiálise sem luz senador camará precisa da sua ajuda rua outeiro e rua plantão sem luz sem transformador ajuda gente por favor|2021-01-27 22:10:44
Light|1965|4 dias sem luz precisamos que vocês troquem rapidamente transformador de pouca potência para um maior toda hora explode falta luz Código de instalação 414003721 Código do cliente 31695194 pessoas com nessecidade especial dormindo no calor descanso total|2021-01-27 22:00:34
Light|1966|😱😱|2021-01-27 21:59:54
Light|1967|ja voltou brigadao tmj|2021-01-27 21:58:59
Light|1968|descanso total 4 dias sem luz não que entra em senador camará para fazer troca do transformador gente doente que faz hemodiálise em casa sem acesso luz para fazer tratamento Código de instalação 414003721 Código do cliente 31695194|2021-01-27 21:55:20
Light|1969|Ei é verdade que amanhã e sexta (28 e 29/01) faltará luz em Nova Iguaçu/RJ ou é fake news?|2021-01-27 21:44:34
Light|1970|Estou há 4 horas sem luz em um calor infernal de Realengo. Não consegui entregar meu trabalho no prazo porque a bateria do meu notebook acabou. E agora estamos sem água porque não dá para ligar a porcaeia da bomba sem luz!!! Muito obrigada pelo servido bosta|2021-01-27 21:35:51
Light|1971|0414582648|2021-01-27 21:31:56
Light|1972|estamos sem luz no CEP 23025120 e 23025110 até quando será esta palhaçada, um momento informam que retornará as 20:00hr ,outro atendente diz que virá em breve, outros as 01:00hr ... exijo solução rápida|2021-01-27 21:20:48
Light|1973|😳🤭🤭kkkkkkkkkkkkkkkkkkkkkk|2021-01-27 21:15:48
Light|1974|voltou e caiu de novo qq eu faço c vcs cara qq eu faco cara me diz|2021-01-27 20:52:21
Light|1975|"Não tá tudo bem porra,eu n trabalhei hj e minha mãe n trabalhou hj. Vcs n vão dar o dinheiro do dia de hj pra gente então n me venha com essa de que ""espero que esteja tudo bem"""|2021-01-27 20:40:46
Light|1976||2021-01-27 20:32:48
Light|1977|Esperava uma resposta mais PREVENTIVA.|2021-01-27 20:30:44
Light|1978|Eu sei que vc e um robô 🤖 e não entendi que eu já fiz Tudo isso 😕 eu preciso e de solução, afinal e pra isso que pago a minha conta.|2021-01-27 20:18:49
Light|1979|Já enviei, por SMS, não é mesma coisa? E não, não está tudo bem. Preciso trabalhar e não tem luz, todo dia falta luz, esse serviço é uma porcaria.|2021-01-27 20:16:53
Light|1980|olá, estou recebendo uma série de cobranças indevidas de vcs e não há como resolver pq nenhum dos canais de comunicação de vcs funciona|2021-01-27 20:14:19
Light|1981|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 20:10:11
Light|1982|Estamos sem energia aqui no bairro do engenho novo...|2021-01-27 20:03:39
Light|1983|40 graus e sem luz em casa, obrigada pelo mimo|2021-01-27 19:59:31
Light|1984|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 19:58:13
Light|1985|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 19:57:53
Light|1986|Todo dia vc reclama de uma empresa em|2021-01-27 19:53:38
Light|1987|light, tô sem luz desde as 13:00hs, já mandei msg, já falei com a atendente, que disse que ia mandar uma equipe de emergência e nada!! Tá um calor do inferno e eu preciso trabalhar!!! Preciso da volta da energia!! 😡😡|2021-01-27 19:49:01
Light|1988|sem luz desde 13:00, sendo que já havia faltado antes. E sem previsão de volta, que ótimo hein light.|2021-01-27 19:44:47
Light|1989||2021-01-27 19:37:48
Light|1990|Obrigado pela a ajuda, perdão a hostilidade|2021-01-27 19:37:18
Light|1991|Alô, já são 20 horas sem luz neste calor insuportável com pessoa idosa em casa e medicamentos que necessitam de refrigeração. Até quando vamos esperar???|2021-01-27 19:35:17
Light|1992|Como que falta luz nesse calor??? quer me fuder pelo menos me beija né|2021-01-27 19:28:08
Light|1993|Pode deixa, minha conchinha agradece|2021-01-27 19:27:17
Light|1994|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 19:23:34
Light|1995|Alô cadê energia ma Rua Dr. Gastão Reis, em Duque de Caxias?|2021-01-27 19:21:42
Light|1996|Cobrar caro a sabe, mas fornecer um serviço de qualidade é outra história. Nesse calor de 40 graus, sem energia a mais de 1h.|2021-01-27 19:20:45
Light|1997|po to mto legal não mas valeu|2021-01-27 19:14:53
Light|1998|Ajuda aí todo dia sem energia na Estrada Vítor Dumas em Santa Cruz, está insustentável isso.|2021-01-27 19:13:20
Light|1999|mandei|2021-01-27 19:11:44
Light|2000|n é possível que essa luz n vai voltar em|2021-01-27 19:06:06
Light|2001|É um parque de diversões!|2021-01-27 19:03:02
Light|2002|cade minha luz|2021-01-27 18:55:42
Light|2003|Kkkkkkkkkkkkkkkkkkkkkk olha só dona Light, estava um calor do caramba ontem de madrugada e ficou sem luz maior tempão, sua sonsa|2021-01-27 18:52:59
Light|2004|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 18:49:08
Light|2005|sem luz não tem conchinha, cadê a light ein|2021-01-27 18:41:25
Light|2006|Obrigada, já foi resolvido 😄🙏🏻|2021-01-27 18:38:57
Light|2007|Contas todas em dia,seus porra! Pra vcs fazerem Isso,vão tomar no cú|2021-01-27 18:31:48
Light|2008|Esse tweet é especialmente pra mandar a se fuder desde de manhã sem energia num calor do crl e eu minha mãe temos que trabalhar e me dão uma previsão de retorno as 22:32. São vcs que vão pagar meu dia hj? Seus filhos Puta!!!|2021-01-27 18:30:39
Light|2009|se puder agitar essa energia o mais rápido possível ia ajudar pq esse calor nao ta pra brincadeira|2021-01-27 18:28:38
Light|2010|411115560|2021-01-27 18:27:51
Light|2011|cep 22.753-200 nº 560.|2021-01-27 18:26:53
Light|2012|Rua Piraquara 980 sem luz,aqui e um açougue e nossa matéria prima e perecível! Aguardamos providencias|2021-01-27 18:22:12
Light|2013|exatamente, escrevi errado|2021-01-27 18:20:44
Light|2014|nada frio|2021-01-27 18:19:10
Light|2015|po que legal faltou luz, tambem nem ta calor pra caralho msm, tudo tranquilo ne|2021-01-27 18:15:36
Light|2016|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 18:15:35
Light|2017|pelo menos uma vez por semana ficamos sem energia. O que acontece?|2021-01-27 18:11:37
Light|2018|411503980|2021-01-27 18:10:59
Light|2019|411503980|2021-01-27 18:10:40
Light|2020|minha rua inteira ta sem luz desde as 2h da manhã. os técnicos vieram aqui e não resolveram nada. oq vcs vão fazer hein?? ta um calor desgraçado aqui|2021-01-27 18:06:49
Light|2021|bora , me deixar sem luz nesse calor é covardia|2021-01-27 18:03:10
Light|2022|Alô vamos querer dar atenção quando cliente estiver respondendo vcs. Manda msg é demorar 4h pra ter resposta tá complicado em.|2021-01-27 18:02:43
Light|2023|Em menos de 24h Tivemos 4 picos de energia , com duração de quase 1 min cada. Gostaria de saber quem vai pagar a conta, caso algum equipamento seja danificado.|2021-01-27 18:00:09
Light|2024|hoje tá brabo ein, toda hora tá caindo a luz, CALOR DESSES|2021-01-27 17:55:10
Light|2025|tá tendo manutenção? Ou algo do tipo? Falta luz toda hora aqui no meu bairro! Toda hora!|2021-01-27 17:54:47
Light|2026|Qual o problema hein? Um calor e o dia todo queda de luz!|2021-01-27 17:53:16
Light|2027|se vocês quiserem queimar minhas coisas com essa palhaçada de luz indo e vindo! Avisa logo!|2021-01-27 17:53:01
Light|2028|É na rua santo Antônio no bairro vila 3 corações em nova Iguaçu RJ, próximo ao bar do Evanildo|2021-01-27 17:49:56
Light|2029|pior atendimento e serviço de todos os tempos. esperando vocês ligarem a fase que esqueceram até agora.|2021-01-27 17:34:38
Light|2030|alô light desde as 6:00 da manhã|2021-01-27 17:29:13
Light|2031|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 17:29:09
Light|2032|Boa tarde estamos sem energia na praça da bandeira|2021-01-27 17:24:07
Light|2033|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 17:22:16
Light|2034|sem luz na rua Martins Pena, tijuca!!!!!!!!!!|2021-01-27 17:16:38
Light|2035|está havendo falta de energia na região da Tijuca, alguma explicação ou previsão de melhora? Grata|2021-01-27 17:04:49
Light|2036|Já mandei tem horas|2021-01-27 16:42:54
Light|2037|como está a situação dos equipamentos que queimaram aqui ?|2021-01-27 16:40:35
Light|2038|coe vido kkkkkk|2021-01-27 16:34:34
Light|2039|Já paguei e o site pede os dígitos do comprovante. O que seria isso?|2021-01-27 16:34:24
Light|2040|Olá, boa tarde! Espero que esteja tudo bem! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-27 16:06:23
Light|2041|veio aqui em casa, não tinha ninguem em casa e eles simplesmente cortaram a luz com ela paga. Eae vai ficar por isso mesmo ??|2021-01-27 16:06:08
Light|2042|Chamei vcs na dm|2021-01-27 16:02:10
Light|2043|Bizarro, tem que abrir uma ocorrência junto a light, eles precisam tomar uma providência ou então arcar com esse custo, pq uma casa com duas pessoas morando sem ar-condicionado pagando tudo isso já é questão de colocar na justiça|2021-01-27 15:57:06
Light|2044|Toda hora eu aqui reclamando dessas empresas horríveis|2021-01-27 15:56:09
Light|2045|Exatamente, minha conta de luz ta vindo 400 reais sem ter ar condicionado, como??|2021-01-27 15:49:45
Light|2046|Eles estão acostumados a fazer isso e ainda tem funcionário da light envolvido. Quem acaba pagando a conta somos nós|2021-01-27 15:49:08
Light|2047|Gostaria de algumas informações sobre troca de titularidade|2021-01-27 15:29:02
Light|2048|Moradores da casa 45, localizada na Rua Benjamin Galhardo, estão furtando energia do poste que fornece energia para Rua Jordão, 89. O furto de energia, alimenta 3 casas, em posse dos envolvidos Rodolfo Frossard,Juliana Frossard e Jonatas Machado.|2021-01-27 15:28:36
Light|2049|Tomar no cu dá conta todos em dias e sem luz e sem gato ainda, melhor forma e andar errado|2021-01-27 15:26:41
Light|2050|Gostaria de uma informação, mandei dm para vocês|2021-01-27 15:25:53
Light|2051|Então já posso listar tudo que vai ficar ruim com isso de ligar e religar a energia ?|2021-01-27 15:18:58
Light|2052|Aconteceu isso mia irmã! Ta vendo o tamanho desse “gatão” ?! Então foi feita por um próprio funcionário da light.|2021-01-27 15:18:39
Light|2053|Vocês estão de sacanagem só pode , já foi três chamados para pode ir ver a luz , minha conta todo mês vem cara , o mínimo não faz 😡😡.|2021-01-27 15:14:43
Light|2054|Se preocupem não que aguardarei até o natal|2021-01-27 14:59:23
Light|2055|como faz pra denúnciar furto de energia e teus funcionários não aceitarem suborno no ato da verificação?|2021-01-27 14:53:57
Light|2056|podem me ajudar? A conta está vindo altíssima! Como solicito uma verificação na minha casa? Obrigada!|2021-01-27 14:48:57
Light|2057|Ainda por cima é sonsa!!!|2021-01-27 14:41:40
Light|2058|Atualizando a lista de piores atendimentos: 1• num esforço hercúleo consegue superar a . Como a internet depende da energia elétrica, parabéns por prejudicar todo mundo, Light. Estamos há 12h sem energia.|2021-01-27 14:36:21
