Date|Distribuidora||Original|Regex|Processado|No Stopwords
2021-01-28|Light|2704|"@flaviaol @lightclientes onde ñ havia gerador
foi exatamente lá q colocaram algo tão frágil"|onde ñ havia gerador foi exatamente lá q colocaram algo tão frágil|onde havia gerador exatamente lá colocaram tão frágil|onde havia gerador exatamente lá colocaram tão frágil
2021-01-28|Light|2705|@lightclientes ADIVINHA? SEM LUZ DE NOVO! SEGUNDO DIA SEGUIDO! NÃO CONSIGO TRABALHAR E MINHA FILHA ESTÁ PASSANDO MAL DE CALOR. E CONTA CONTINUA VINDO ALTA!!!|ADIVINHA? SEM LUZ DE NOVO! SEGUNDO DIA SEGUIDO! NÃO CONSIGO TRABALHAR E MINHA FILHA ESTÁ PASSANDO MAL DE CALOR. E CONTA CONTINUA VINDO ALTA!!!|adivinha luz novo dia seguido consigo trabalhar filha passando mal calor conta vindo alta|adivinha luz novo dia seguido consigo trabalhar filha passando mal calor conta vindo alta
2021-01-28|Light|2706|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2707|@lightclientes Ainda estamos sem luz! Quando isso será resolvido?|Ainda estamos sem luz! Quando isso será resolvido?|ainda luz resolvido|ainda luz resolvido
2021-01-28|Light|2708|@lightclientes to há 4 dias tentando mudar a titularidade, já enviei tudo que me pedem mas a burocracia continua. O que vocês querem? Tenho que implorar pra vocês aceitarem meu dinheiro????|to há 4 dias tentando mudar a titularidade, já enviei tudo que me pedem mas a burocracia continua. O que vocês querem? Tenho que implorar pra vocês aceitarem meu dinheiro????|tentando mudar titularidade enviei pedem burocracia continua querem implorar aceitarem dinheiro|tentando mudar titularidade enviei pedem burocracia continua querem implorar aceitarem dinheiro
2021-01-28|Light|2709|RT @HigorSoaresS: A @lightclientes informou que não teve queda de energia na unidade de saúde. O diretor do HFB, Edson Joaquim de Santana,…|A informou que não teve queda de energia na unidade de saúde. O diretor do HFB, Edson Joaquim de Santana,…|informou queda energia saúde diretor …|informou queda energia saúde diretor …
2021-01-28|Light|2710|A @lightclientes informou que não teve queda de energia na unidade de saúde. O diretor do HFB, Edson Joaquim de Santana, no cargo desde setembro de 2020, foi exonerado pelo ministro Eduardo Pazuello ontem mesmo, 27/01. Não se sabe ainda oq @SaudeGovRJ vai fazer com as vacinas!|A informou que não teve queda de energia na unidade de saúde. O diretor do HFB, Edson Joaquim de Santana, no cargo desde setembro de 2020, foi exonerado pelo ministro Eduardo Pazuello ontem mesmo, 27/01. Não se sabe ainda oq vai fazer com as vacinas!|informou queda energia saúde diretor cargo setembro exonerado ministro ontem sabe ainda fazer vacinas|informou queda energia saúde diretor cargo setembro exonerado ministro ontem sabe ainda fazer vacinas
2021-01-28|Light|2711|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2712|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2713|@lightclientes Mandei pela DM|Mandei pela DM||
2021-01-28|Light|2714|A @lightclientes é um lixo! A concessionária de energia elétrica do RJ ñ respeita seus consumidores. Em 9 dias, fiquei duas noite sem energia, c/ total de 24 h sem energia elétrica. E parece q com a anuência da @ANEEL_govbr, pois ligamos para eles e nada é feito. EMPRESA LIXO!|A é um lixo! A concessionária de energia elétrica do RJ ñ respeita seus consumidores. Em 9 dias, fiquei duas noite sem energia, c/ total de 24 h sem energia elétrica. E parece q com a anuência da pois ligamos para eles e nada é feito. EMPRESA LIXO!|lixo concessionária energia elétrica rj respeita fiquei noite energia c/ total h energia elétrica parece q anuência ligamos feito lixo|lixo concessionária energia elétrica rj respeita fiquei noite energia c/ total h energia elétrica parece q anuência ligamos feito lixo
2021-01-28|Light|2715|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2716|"É um absurdo o descaso da Light para com o seus clientes. Desde as 23h de ontem, eu e alguns moradores  da minha rua estamos sem energia elétrica. Já liguei várias vezes e já são 13:55 e nem sinal da equipe. @lightclientes  
#light #rjtv #rj #faltadenergia"|É um absurdo o descaso da Light para com o seus clientes. Desde as 23h de ontem, eu e alguns moradores da minha rua estamos sem energia elétrica. Já liguei várias vezes e já são 13:55 e nem sinal da equipe.|absurdo descaso 23h ontem rua energia elétrica liguei vezes sinal equipe|absurdo descaso 23h ontem rua energia elétrica liguei vezes sinal equipe
2021-01-28|Light|2717|@lightclientes  o valor que vcs cobram na luz com o salario mínimo a 1,100 reais e absurdo. Tem que ter o 🐱  não adianta que n tem como. Fe|o valor que vcs cobram na luz com o salario mínimo a 1,100 reais e absurdo. Tem que ter o 🐱 não adianta que n tem como. Fe|valor cobram luz salario mínimo absurdo ter 🐱 adianta fe|valor cobram luz salario mínimo absurdo ter 🐱 adianta fe
2021-01-28|Light|2718|@lightclientes o posto em frente a minha casa está em curto circuito, um fio arrebentou de madrugada e agora está pegando fogo. Mandei SMS, liguei no 0800 e ninguém aparece, estamos quase ligando para os Bombeiros 😭😭😭😭|o posto em frente a minha casa está em curto circuito, um fio arrebentou de madrugada e agora está pegando fogo. Mandei SMS, liguei no 0800 e ninguém aparece, estamos quase ligando para os Bombeiros 😭😭😭😭|posto frente casa curto circuito arrebentou madrugada agora pegando fogo liguei aparece quase ligando|posto frente casa curto circuito arrebentou madrugada agora pegando fogo liguei aparece quase ligando
2021-01-28|Light|2719|@lightclientes @Prefeitura_Rio por favor ja enviei o dado estou no aguardo|por favor ja enviei o dado estou no aguardo|favor enviei dado aguardo|favor enviei dado aguardo
2021-01-28|Light|2720|@lightclientes meu código cliente é 70025138, cod instalação 412930412. Como o imóvel está vazio e como o nome de quem estava foi baixado no sistema, é obrigatório o pagto, pois não está tendo consumo??|meu código cliente é 70025138, cod instalação 412930412. Como o imóvel está vazio e como o nome de quem estava foi baixado no sistema, é obrigatório o pagto, pois não está tendo consumo??|código cliente cod instalação imóvel vazio nome baixado sistema obrigatório pagto tendo consumo|código cliente cod instalação imóvel vazio nome baixado sistema obrigatório pagto tendo consumo
2021-01-28|Light|2721|@lightclientes meu imóvel está vazio e quem morava baixou o nome na Light. Como fazer para cancelar o contrato e não vir mais cobrança pois no aplicativo me pede o Cpf e no cadastro de vcs não existe cpf nenhum . Cod cliente: 70025138.|meu imóvel está vazio e quem morava baixou o nome na Light. Como fazer para cancelar o contrato e não vir mais cobrança pois no aplicativo me pede o Cpf e no cadastro de vcs não existe cpf nenhum . Cod cliente: 70025138.|imóvel vazio morava baixou nome fazer cancelar contrato vir cobrança aplicativo pede cadastro existe cod cliente|imóvel vazio morava baixou nome fazer cancelar contrato vir cobrança aplicativo pede cadastro existe cod cliente
2021-01-28|Light|2722|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2723|@lightclientes meu nome é Terezinha de Jesus Montes vieira cpf 772138747-72 , cod cliente 70025138 inst: 412930412 e não consigo cancelar o contrato pelo App pois na conta consta unid com consumo/reg seu cadastro, ou seja, sem cpf. Peço ajuda pf.|meu nome é Terezinha de Jesus Montes vieira cpf 772138747-72 , cod cliente 70025138 inst: 412930412 e não consigo cancelar o contrato pelo App pois na conta consta unid com consumo/reg seu cadastro, ou seja, sem cpf. Peço ajuda pf.|nome terezinha cod cliente inst consigo cancelar contrato app conta consta unid consumo cadastro ajuda|nome terezinha cod cliente inst consigo cancelar contrato app conta consta unid consumo cadastro ajuda
2021-01-28|Light|2724|@maldonadonarelo @lightclientes Kkkkk acho q deu certo, a luz voltou|Kkkkk acho q deu certo, a luz voltou|acho q deu certo luz voltou|acho q deu certo luz voltou
2021-01-28|Light|2725|"@lightclientes Rua Mucatu lt. 21 qd 30-pqe. Maringá.
Cliente 04141 790."|Rua Mucatu lt. 21 qd 30-pqe. Maringá. Cliente 04141 790.|30-pqe maringá cliente 04141|30-pqe maringá cliente 04141
2021-01-28|Light|2726|@lightclientes O imóvel está no nome de Terezinha de Jesus Montes vieira, cpf 772138747-72, e quem estava no imóvel baixou nome na Light e na conta o nome do cliente está Unidade c consumo/regularize seu cadastro. Por isso não consigo cancelar pro aplicativo. Código cliente 70025138|O imóvel está no nome de Terezinha de Jesus Montes vieira, cpf 772138747-72, e quem estava no imóvel baixou nome na Light e na conta o nome do cliente está Unidade c consumo/regularize seu cadastro. Por isso não consigo cancelar pro aplicativo. Código cliente 70025138|imóvel nome terezinha imóvel baixou nome light conta nome cliente unidade cadastro consigo aplicativo código cliente|imóvel nome terezinha imóvel baixou nome light conta nome cliente unidade cadastro consigo aplicativo código cliente
2021-01-28|Light|2727|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2728|@FGadinelli @lightclientes Ta levando na sacanagem né menor|Ta levando na sacanagem né menor|levando sacanagem menor|levando sacanagem menor
2021-01-28|Light|2729|@chbritto2 @lightclientes Chutou o balde né primo kkkkkk|Chutou o balde né primo kkkkkk|chutou balde|chutou balde
2021-01-28|Light|2730|@lightclientes deu ruim no transformador em Bento Ribeiro. Estamos sem luz.|deu ruim no transformador em Bento Ribeiro. Estamos sem luz.|deu ruim transformador bento ribeiro luz|deu ruim transformador bento ribeiro luz
2021-01-28|Light|2731|Isso é muito grave. E aí? @SaudeGovRJ @minsaude @Saude_Rio @GovRJ @Prefeitura_Rio  como fica os cuidados com as vacinas??? E neste calor do RJ. As quedas e falhas de abastecimento das regiões da @lightclientes e #Ampla são constantes. https://t.co/iXm4tIy5AP|Isso é muito grave. E aí? como fica os cuidados com as vacinas??? E neste calor do RJ. As quedas e falhas de abastecimento das regiões da e são constantes.|grave aí fica vacinas calor rj quedas falhas abastecimento regiões constantes|grave aí fica vacinas calor rj quedas falhas abastecimento regiões constantes
2021-01-28|Light|2732|"@lightclientes Eu utilizei o whatsapp, o msm, o aplicativo light e o 0800.
Vcs precisam solucionar o problema definitivamente."|Eu utilizei o whatsapp, o msm, o aplicativo light e o 0800. Vcs precisam solucionar o problema definitivamente.|utilizei msm aplicativo precisam solucionar problema definitivamente|utilizei msm aplicativo precisam solucionar problema definitivamente
2021-01-28|Light|2733|@Carolin16608001 @lightclientes Tbm não sei te dizer o que é pior 😭|Tbm não sei te dizer o que é pior 😭|sei dizer pior 😭|sei dizer pior 😭
2021-01-28|Light|2734|@leoooit @lightclientes amiga aqui os valores triplicaram tb|amiga aqui os valores triplicaram tb|amiga aqui triplicaram|amiga aqui triplicaram
2021-01-28|Light|2735|@leoooit amiga alguém me explica o que tá acontecendo, eu não tenho suporte pra aguentar as porradas da @lightclientes|amiga alguém me explica o que tá acontecendo, eu não tenho suporte pra aguentar as porradas da|explica acontecendo suporte aguentar porradas|explica acontecendo suporte aguentar porradas
2021-01-28|Light|2736|A @lightclientes só pode tá de sacanagem , um calor dos infernos e sem luz com criança em casa ...|A só pode tá de sacanagem , um calor dos infernos e sem luz com criança em casa ...|tá sacanagem calor infernos luz criança casa|tá sacanagem calor infernos luz criança casa
2021-01-28|Light|2737|@lightclientes Já fiz tudo isso estou há dois dias sem energia!tenho mais de 30 protocolos e nada então não tem mais papo!|Já fiz tudo isso estou há dois dias sem energia!tenho mais de 30 protocolos e nada então não tem mais papo!|fiz energia!tenho então papo|fiz energia!tenho então papo
2021-01-28|Light|2738|@FGadinelli @lightclientes Vou ser obrigado a mandar os amigos jogar kkkkkkkkk|Vou ser obrigado a mandar os amigos jogar kkkkkkkkk|obrigado mandar jogar kkkkkkkkk|obrigado mandar jogar kkkkkkkkk
2021-01-28|Light|2739|@lightclientes Ta tudo bem não parceiro, criança pequena em casa e vcs nessa putaria. Mais na hora de cobrar, a conta chega todo mês certinha né|Ta tudo bem não parceiro, criança pequena em casa e vcs nessa putaria. Mais na hora de cobrar, a conta chega todo mês certinha né|bem parceiro criança pequena casa putaria hora cobrar conta chega mês certinha|bem parceiro criança pequena casa putaria hora cobrar conta chega mês certinha
2021-01-28|Light|2740|@sayotfm @lightclientes nunca vi isso, isso é um roubo|nunca vi isso, isso é um roubo|nunca vi roubo|nunca vi roubo
2021-01-28|Light|2741|@lightclientes isso aqui é um roubo sem arma, vamos querer abaixar essa conta aí filho, vcs tão é de brincadeira. https://t.co/OiyaTuO2aD|isso aqui é um roubo sem arma, vamos querer abaixar essa conta aí filho, vcs tão é de brincadeira.|aqui roubo arma querer abaixar conta aí filho tão|aqui roubo arma querer abaixar conta aí filho tão
2021-01-28|Light|2742|inclusive vou ter q adc a @lightclientes , q história é essa da minha conta vim dois meses seguido em 1mil reais, tá achando o que... Vamos rever essa conta|inclusive vou ter q adc a , q história é essa da minha conta vim dois meses seguido em 1mil reais, tá achando o que... Vamos rever essa conta|inclusive ter adc história conta vim seguido achando rever conta|inclusive ter adc história conta vim seguido achando rever conta
2021-01-28|Light|2743|@chbritto2 @lightclientes 🐈|🐈|🐈|🐈
2021-01-28|Light|2744|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2745|@lightclientes vou ficar comunicando todo dia? só essa noite faltou 2 vezes|vou ficar comunicando todo dia? só essa noite faltou 2 vezes|comunicando dia noite faltou vezes|comunicando dia noite faltou vezes
2021-01-28|Light|2746|E ai da @lightclientes isso é hora de acabar com a luz??????|E ai da isso é hora de acabar com a luz??????|ai hora acabar luz|ai hora acabar luz
2021-01-28|Light|2747|RT @MarciaDuraes: @lightclientes Todos os dias? Há 3 dias não dormimos porque ficamos horas sem luz durante  a madrugada.  Fora os dias que…|Todos os dias? Há 3 dias não dormimos porque ficamos horas sem luz durante a madrugada. Fora os dias que…|dias dormimos ficamos horas luz madrugada dias …|dias dormimos ficamos horas luz madrugada dias …
2021-01-28|Light|2748|"RT @MarciaDuraes: @lightclientes terceira madrugada  sem luz no bairro  do Valqueire  RJ. Já está virando deboche...

Até quando?"|terceira madrugada sem luz no bairro do Valqueire RJ. Já está virando deboche... Até quando?|terceira madrugada luz rj virando deboche|terceira madrugada luz rj virando deboche
2021-01-28|Light|2749|@cooeruan @lopesrenan19 @lightclientes Cortaram 🐱|Cortaram 🐱|cortaram 🐱|cortaram 🐱
2021-01-28|Light|2750|@lopesrenan19 @lightclientes Mano foi só ler teu Tweet acabou a luz aqui, surreal|Mano foi só ler teu Tweet acabou a luz aqui, surreal|ler luz aqui surreal|ler luz aqui surreal
2021-01-28|Light|2751|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2752|@lopesrenan19 @lightclientes Qual foi mané , espantaram o gato 🐈 kkkkkkk|Qual foi mané , espantaram o gato 🐈 kkkkkkk|mané espantaram gato|mané espantaram gato
2021-01-28|Light|2754|"Atenção @lightclientes, virou rotina a falta de energia na Rua Mucatu, em Pque. Maringá B.Roxo-RJ.
Rua com 200 m. de cumprimento, provavelmente, deve ser um mistério a não solução definitiva.
Vcs conhecem engenharia elétrica? Tá na hora de aplicar.
A noite toda sem dormir."|Atenção virou rotina a falta de energia na Rua Mucatu, em Pque. Maringá B.Roxo-RJ. Rua com 200 m. de cumprimento, provavelmente, deve ser um mistério a não solução definitiva. Vcs conhecem engenharia elétrica? Tá na hora de aplicar. A noite toda sem dormir.|atenção virou rotina falta energia pque cumprimento provavelmente ser mistério solução definitiva conhecem engenharia elétrica tá hora aplicar noite dormir|atenção virou rotina falta energia pque cumprimento provavelmente ser mistério solução definitiva conhecem engenharia elétrica tá hora aplicar noite dormir
2021-01-28|Light|2755|@lightclientes eu ja mandei e vcs nem vizualizam|eu ja mandei e vcs nem vizualizam|vizualizam|vizualizam
2021-01-28|Light|2756|@lightclientes Veja como está o meu relógio! https://t.co/bSfZdOcd91|Veja como está o meu relógio!|veja relógio|veja relógio
2021-01-28|Light|2757|Vai tomar no cu @lightclientes|Vai tomar no cu|tomar|tomar
2021-01-28|Light|2758|13hrs sem luz, muito obrigada @lightclientes|13hrs sem luz, muito obrigada|13hrs luz obrigada|13hrs luz obrigada
2021-01-28|Light|2759|@cbnrio @flaviaol Hahahaha é muita competência. Quem tem que se responsabilizar? A @lightclientes ?|Hahahaha é muita competência. Quem tem que se responsabilizar? A ?|competência responsabilizar|competência responsabilizar
2021-01-28|Light|2760|Quase 24h sem luz, espero conseguir fazer a minha cirugia com o dinheiro que vou ganhar da @lightclientes|Quase 24h sem luz, espero conseguir fazer a minha cirugia com o dinheiro que vou ganhar da|quase 24h luz espero conseguir fazer cirugia dinheiro ganhar|quase 24h luz espero conseguir fazer cirugia dinheiro ganhar
2021-01-28|Light|2761|"@lightclientes Vou ficar satisfeita se conseguir  ficar 30 dias direto sem faltar  luz no meu bairro.  Além das faltas na madrugada, já fui derrubada de reuniões importantes e, só não estou ""queimada"" como armadora, por que a empresa me conhece há anos e confia.  Mas, e se não fosse o caso?"|"Vou ficar satisfeita se conseguir ficar 30 dias direto sem faltar luz no meu bairro. Além das faltas na madrugada, já fui derrubada de reuniões importantes e, só não estou ""queimada"" como armadora, por que a empresa me conhece há anos e confia. Mas, e se não fosse o caso?"|ficar satisfeita conseguir ficar direto faltar luz bairro além faltas madrugada derrubada reuniões importantes queimada armadora empresa conhece anos confia caso|ficar satisfeita conseguir ficar direto faltar luz bairro além faltas madrugada derrubada reuniões importantes queimada armadora empresa conhece anos confia caso
2021-01-28|Light|2762|"@lightclientes Não, não está nada bem.  3 dias sem dormir e tendo que  cumprir  compromissos  profissionais. 
Se algum aparelho queimar por causa da irresponsabilidade de vocês tomarei medidas  cabíveis."|Não, não está nada bem. 3 dias sem dormir e tendo que cumprir compromissos profissionais. Se algum aparelho queimar por causa da irresponsabilidade de vocês tomarei medidas cabíveis.|nada bem dias dormir cumprir compromissos profissionais aparelho queimar causa irresponsabilidade tomarei medidas cabíveis|nada bem dias dormir cumprir compromissos profissionais aparelho queimar causa irresponsabilidade tomarei medidas cabíveis
2021-01-28|Light|2763|@lightclientes Possuo um imóvel vazio e quero efetuar o cancelamento do contrato. Sendo que o inquilino deu baixa e não consigo acessar App pois não aparece cpf do cliente na conta. Somente possuo o nr do cliente que é 70025138 e o cód instalação é 412930412. Podem me ajudar?|Possuo um imóvel vazio e quero efetuar o cancelamento do contrato. Sendo que o inquilino deu baixa e não consigo acessar App pois não aparece cpf do cliente na conta. Somente possuo o nr do cliente que é 70025138 e o cód instalação é 412930412. Podem me ajudar?|possuo imóvel vazio quero efetuar cancelamento contrato sendo inquilino deu baixa consigo acessar app pois aparece cliente conta somente possuo nr cliente cód instalação ajudar|possuo imóvel vazio quero efetuar cancelamento contrato sendo inquilino deu baixa consigo acessar app pois aparece cliente conta somente possuo nr cliente cód instalação ajudar
2021-01-28|Light|2764|@_duduazevedo_ @lightclientes KKKKKKKKKKKKKKKKKKKK, é o jeito|KKKKKKKKKKKKKKKKKKKK, é o jeito|jeito|jeito
2021-01-28|Light|2765|"@lightclientes Todos os dias? Há 3 dias não dormimos porque ficamos horas sem luz durante  a madrugada.  Fora os dias que falta de dia. Semana faltou 5x seguidas em questão de  minutos. 
Como uma pessoa sem dormir  3 dias fica?
Vocês pensam  na saúde  mental das pessoas?"|Todos os dias? Há 3 dias não dormimos porque ficamos horas sem luz durante a madrugada. Fora os dias que falta de dia. Semana faltou 5x seguidas em questão de minutos. Como uma pessoa sem dormir 3 dias fica? Vocês pensam na saúde mental das pessoas?|dias dormimos ficamos horas luz madrugada dias falta dia faltou seguidas questão minutos pessoa dormir fica pensam saúde mental pessoas|dias dormimos ficamos horas luz madrugada dias falta dia faltou seguidas questão minutos pessoa dormir fica pensam saúde mental pessoas
2021-01-28|Light|2766|@lightclientes Até agora não foi atendido. Que absurdo é esse! Qual o prazo?|Até agora não foi atendido. Que absurdo é esse! Qual o prazo?|agora atendido absurdo prazo|agora atendido absurdo prazo
2021-01-28|Light|2767|@guel_Bastos2 @lightclientes KKKKKKKKKKK o tigre logo|KKKKKKKKKKK o tigre logo|kkkkkkkkkkk tigre logo|kkkkkkkkkkk tigre logo
2021-01-28|Light|2768|@_duduazevedo_ @lightclientes Pprt, tem que meter o gato mesmo|Pprt, tem que meter o gato mesmo|meter gato|meter gato
2021-01-28|Light|2769|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2770|Cara eu odeio a @lightclientes eles me fizeram ficar sem luz desde as 20:30 da noite de ontem e é só eles mandarem alguém pra botar a chave no lugar, que ÓDIO|Cara eu odeio a eles me fizeram ficar sem luz desde as 20:30 da noite de ontem e é só eles mandarem alguém pra botar a chave no lugar, que ÓDIO|cara odeio fizeram ficar luz 20:30 noite ontem mandarem botar chave lugar ódio|cara odeio fizeram ficar luz 20:30 noite ontem mandarem botar chave lugar ódio
2021-01-28|Light|2771|@lightclientes Estou desde as 3 da manhã com luz faltando e ficando apenas em 1 fase, e isso não é de hoje, toda madrugada nesse mesmo horário falta luz por horas e dessa vez faltou e quebrou tudo|Estou desde as 3 da manhã com luz faltando e ficando apenas em 1 fase, e isso não é de hoje, toda madrugada nesse mesmo horário falta luz por horas e dessa vez faltou e quebrou tudo|manhã luz faltando ficando apenas fase hoje madrugada horário falta luz horas vez faltou quebrou|manhã luz faltando ficando apenas fase hoje madrugada horário falta luz horas vez faltou quebrou
2021-01-28|Light|2772|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2773|Mais um estouro que treme casa e dispara o alarme do carro... No entanto, sem novidades! Lamentavelmente foi, mais uma vez o tranformador da @lightclientes que os técnicos parecem fazer aquele trabalho tapa problema.|Mais um estouro que treme casa e dispara o alarme do carro... No entanto, sem novidades! Lamentavelmente foi, mais uma vez o tranformador da que os técnicos parecem fazer aquele trabalho tapa problema.|estouro dispara alarme carro entanto novidades lamentavelmente vez tranformador parecem fazer trabalho tapa problema|estouro dispara alarme carro entanto novidades lamentavelmente vez tranformador parecem fazer trabalho tapa problema
2021-01-28|Light|2774|Pago 800 conto de luz, pra ficar sem luz. Se for pra ficar sem luz sempre assim, vou lançar um gato pra parar de pagar voces. Se fude também. @lightclientes|Pago 800 conto de luz, pra ficar sem luz. Se for pra ficar sem luz sempre assim, vou lançar um gato pra parar de pagar voces. Se fude também.|pago conto luz ficar luz ficar luz sempre assim lançar gato parar pagar voces fude|pago conto luz ficar luz ficar luz sempre assim lançar gato parar pagar voces fude
2021-01-28|Light|2775|@guel_Bastos2 @lightclientes KKKKKKKKKKK tem que ter um gato msm, esses filhos da puta só sugam nosso dinheiro|KKKKKKKKKKK tem que ter um gato msm, esses filhos da puta só sugam nosso dinheiro|ter gato msm puta sugam dinheiro|ter gato msm puta sugam dinheiro
2021-01-28|Light|2777|RT @flaviaol: 💉A @lightclientes, distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|💉 distribuidora informou nota interrupção fornecimento hfb domingo …|💉 distribuidora informou nota interrupção fornecimento hfb domingo …
2021-01-28|Light|2778|@lightclientes @CedaeRJ Aqui e predio,  fase do predio funciona , fase nao ja chamamos a Ligth mas ninguem veio ainda, desde ontem! Rua Araticum 809|Aqui e predio, fase do predio funciona , fase nao ja chamamos a Ligth mas ninguem veio ainda, desde ontem! Rua Araticum 809|aqui predio fase funciona fase chamamos ligth ninguem veio ainda ontem araticum|aqui predio fase funciona fase chamamos ligth ninguem veio ainda ontem araticum
2021-01-28|Light|2779|@lightclientes @CedaeRJ Estaria se tivesse Luz, pra bomba Funcionar e subir agua pro Predio!|Estaria se tivesse Luz, pra bomba Funcionar e subir agua pro Predio!|estaria luz funcionar subir agua|estaria luz funcionar subir agua
2021-01-28|Light|2780|@lightclientes Bom como vcs já responderam meu DM do registro da falta de energia,  entendo que não seja mais necessário fornecer estas informações.  Me avise se estiver errada|Bom como vcs já responderam meu DM do registro da falta de energia, entendo que não seja mais necessário fornecer estas informações. Me avise se estiver errada|bom responderam dm registro falta energia entendo necessário fornecer informações avise errada|bom responderam dm registro falta energia entendo necessário fornecer informações avise errada
2021-01-28|Light|2781|"@lightclientes Olá, Bom dia!

Preciso da segunda via da conta do mês de janeiro,referente a instalação 410211926.
Rua do tijolo,97 Água Santa.
CEP.20740-570"|Olá, Bom dia! Preciso da segunda via da conta do mês de janeiro,referente a instalação 410211926. Rua do tijolo,97 Água Santa. CEP.20740-570|olá bom dia segunda via conta mês janeiro referente instalação rua tijolo,97 água santa cep.|olá bom dia segunda via conta mês janeiro referente instalação rua tijolo,97 água santa cep.
2021-01-28|Light|2782|@lightclientes  Bom dia até o momento não resolveram a falta de fase. Não apareceu equipe na obra. https://t.co/NZUWT7ZNVN|Bom dia até o momento não resolveram a falta de fase. Não apareceu equipe na obra.|bom dia momento resolveram falta fase apareceu equipe obra|bom dia momento resolveram falta fase apareceu equipe obra
2021-01-28|Light|2783|Essa @lightclientes e @CedaeRJ estao de sacanagem só pode, quando agente não fica sem Luz ,ficamo sem água...affs nesse calor e uma maravilha ne!|Essa e estao de sacanagem só pode, quando agente não fica sem Luz ,ficamo sem água...affs nesse calor e uma maravilha ne!|estao sacanagem agente fica luz ficamo água affs calor maravilha ne|estao sacanagem agente fica luz ficamo água affs calor maravilha ne
